date_fin,date_debut,niveau_perturbation,typologie,voie,maitre_ouvrage,statut,identifiant,impact_circulation,geo_shape,objet,precision_localisation,cp_arrondissement,numero_stv,description,coordinates,duree(day)
2022-08-26,2022-06-13,2.0,2.0,avenue Georges Mandel,CPCU,2,CP002345,RESTREINTE,"[[[2.2778131385578546, 48.86406031720091], [2.2778381456380856, 48.864077600764354], [2.278073662031667, 48.86405141874863], [2.2780898139031986, 48.8640310523129], [2.2778131385578546, 48.86406031720091]]]",TRAVAUX_OUVRAGE,Au n°56,75016,13,Sinistre sur canalisations,"[2.2779521135750724, 48.8640550113485]",74.0
2022-12-16,2022-10-27,1.0,1.0,bd Ornano,Mission Vélo,2,CP002397,RESTREINTE,"[[[2.3446473722014765, 48.897430999205554], [2.3449072139777676, 48.89748610115611], [2.346080961415589, 48.89608340354247], [2.345850123842081, 48.89598820262875], [2.3446433009383116, 48.89743097692664], [2.3446473722014765, 48.897430999205554]]]",REAMENAGEMENT_VOIRIE,Entre Place Albert Kahn et rue Belliard,75018,9,pérennisation piste cyclable,"[2.3453701237043947, 48.89674664790295]",50.0
2023-12-29,2021-01-29,1.0,3.0,bd des Capucines /rue de la Chaussée d'Antin,Pathé,2,CP001828,RESTREINTE,"[[[2.3341463298238345, 48.87099769394828], [2.3335342883236723, 48.87086990608287], [2.333483657887841, 48.87100925859056], [2.333673178805307, 48.87104621996545], [2.3338640063353426, 48.8710734574379], [2.33394076317491, 48.871135751156146], [2.333747910819046, 48.87154871284911], [2.333768791234701, 48.8716083168636], [2.333757484336693, 48.871646326619214], [2.333751571518258, 48.87168555532487], [2.333820087315403, 48.871687126497385], [2.3341463298238345, 48.87099769394828]]]",REHABILITATION_IMMEUBLE,"n°2/4,n°1 au n°3bis",75009,11,,"[2.333851122649456, 48.87117272702831]",1064.0
2023-01-21,2022-08-22,2.0,,Emile Bertin,Fraicheur de Paris,2,CP002354,,"[[[2.36553985319899, 48.89919711189244], [2.365633262091371, 48.89923210892152], [2.3656555172105036, 48.89873849188765], [2.365552638616713, 48.8987403265206], [2.36553985319899, 48.89919711189244]]]",TRAVAUX_PREPARATOIRES,Entre bd Ney et rue Charles Hermite,75018,9,Création regard de visite de forage géothermie,"[2.365596095053093, 48.89897386810813]",152.0
2022-11-22,2022-11-21,2.0,3.0,Rue Vésale,GDG SCIPION,2,CP002412,RESTREINTE,"[[[2.35356563064097, 48.83839322710113], [2.3535956429173823, 48.83835674373138], [2.353008507486518, 48.83814607046187], [2.35297920970242, 48.83818303332208], [2.35356563064097, 48.83839322710113]]]",REHABILITATION_IMMEUBLE,Entre le 2 et le 8 rue Vésale,75005,12,Base vie de 21 modules pour gros travaux de réhabilitation du bâtiment,"[2.3532870207693475, 48.83826968153002]",1.0
2022-08-31,2019-10-12,1.0,1.0,Av Victoria,DCPA,4,CP001516,RESTREINTE,"[[[2.348194904588667, 48.85758814300805], [2.3485386128620815, 48.85749840321287], [2.3485077415143567, 48.85744033853477], [2.348163959147377, 48.857536027046024], [2.348194904588667, 48.85758814300805]]]",REHABILITATION_IMMEUBLE,entre la rue Adolphe Adam et la place du Châtelet.,75004,11,Réhabilitation du Théâtre de la Ville,"[2.3483539599151326, 48.857514966182336]",1054.0
2022-09-30,2020-01-06,2.0,3.0,Rue du Poteau,Immobilière  3F,2,CP001565,RESTREINTE,"[[[2.3376812938447, 48.897636979456934], [2.3377305108231776, 48.89759799006167], [2.3378748852580893, 48.89745483164698], [2.33781378020052, 48.89743545790621], [2.3376236007844913, 48.897633090982154], [2.3376812938447, 48.897636979456934]]]",CONSTRUCTION_IMMEUBLE,N°106,75018,9,,"[2.337752843166672, 48.89753715687948]",998.0
2023-01-25,2021-03-23,2.0,3.0,avenue du Maine,Préfecture de Police,2,CP001887,RESTREINTE,"[[[2.3231522953758335, 48.83635600956667], [2.3232835638833933, 48.836379358867994], [2.323331827236553, 48.83627136031913], [2.3233965988490453, 48.83628005579343], [2.3235196359965484, 48.835965455814204], [2.3233199462532954, 48.835936961128596], [2.32315231081369, 48.836354820686516], [2.323154097706643, 48.83635601976542], [2.3231522953758335, 48.83635600956667]]]",REHABILITATION_IMMEUBLE,Du N°112 au N°116,75014,12,Travaux de réhabilitation du Commissariat du 14ème,"[2.323335607738174, 48.836147198982815]",673.0
2023-08-23,2022-03-14,2.0,3.0,Rue Jacques Louvel Tessier,VL REMOV C,2,CP002245,RESTREINTE,"[[[[2.370578594762428, 48.87136757282985], [2.3705931603530024, 48.87131996654685], [2.370309727478914, 48.87122974178916], [2.3702550581179356, 48.87127624761277], [2.370578594762428, 48.87136757282985]]], [[[2.3705931603530024, 48.87131996654685], [2.3705945727630264, 48.87132041644783], [2.370593615943774, 48.87131847963958], [2.3705931603530024, 48.87131996654685]]], [[[2.3705945727630264, 48.87132041644783], [2.3705947950104798, 48.87132086548658], [2.370596004192974, 48.871320871844816], [2.3705945727630264, 48.87132041644783]]]]",REHABILITATION_IMMEUBLE,Du 24 au 26,75010,11,,"[2.3704290304692535, 48.871297381775555]",527.0
2022-11-30,2022-05-09,2.0,2.0,bd Haussmann,Eau de Paris,2,CP002303,RESTREINTE,"[[[[2.3273433647302344, 48.873827454524964], [2.3275091254208573, 48.87382130897935], [2.3274850635063022, 48.87374894154183], [2.3272719509474857, 48.87377074195484], [2.3272012668934527, 48.87384331260701], [2.327244059542448, 48.873881624858015], [2.3273433647302344, 48.873827454524964]]], [[[2.3275091254208573, 48.87382130897935], [2.3275093708578307, 48.87382204601793], [2.3275105713057056, 48.87382125504791], [2.3275091254208573, 48.87382130897935]]]]",ENTRETIEN_RESEAU,"Au N°70, angle rue du Havre",75009,11,Renouvellement de conduite Eau Potable- Branchement Secours Incendie,"[2.3273535234448857, 48.87380458679646]",205.0
2022-11-14,2022-10-17,1.0,2.0,avenue Simon Bolivar,RTE,2,CP002399,SENS_UNIQUE,"[[[2.380668413029417, 48.87618376995754], [2.381008198862047, 48.8761260401464], [2.3809131522430076, 48.876029571854055], [2.3806525754158594, 48.87610040621448], [2.380668422503875, 48.87618297319786], [2.380668413029417, 48.87618376995754]]]",RACCORDEMENT_RESEAU,Angle Botzaris,75019,10,Liaison Souterraine Buttes Chaumont-Romainville,"[2.380818975206286, 48.87610992306607]",28.0
2022-11-18,2017-07-01,2.0,2.0,Bd Haussmann,EOLE,2,CP000442,RESTREINTE,"[[[2.322881182230636, 48.87440292430693], [2.322884693425123, 48.874445889427435], [2.3238426347286776, 48.874314415789115], [2.3238628385118822, 48.874325266224574], [2.3238573767859667, 48.87443259851544], [2.3238899269843416, 48.874432782368594], [2.323899841312721, 48.87429595080958], [2.3239015435285917, 48.87426848380335], [2.3239912652976913, 48.87425288605297], [2.3244723899366377, 48.87417776342435], [2.3244594209450606, 48.87413269627761], [2.3228778817544082, 48.8743438559033], [2.322881182230636, 48.87440292430693]]]",TRAVAUX_OUVRAGE,entre rue de l'Arcade et rue d'Anjou,75008,9,Prolongement du RER E - Puits Pasquier,"[2.323575149071294, 48.87429944518452]",1966.0
2022-11-11,2022-10-04,2.0,1.0,Rue du château d'eau,MDP-DVD-STV,2,CP002388,IMPASSE,"[[[2.3545619925186947, 48.872834594499245], [2.355772394497173, 48.87234992902194], [2.3557364069336746, 48.87229873746592], [2.3545342429007317, 48.87277539524779], [2.3545619925186947, 48.872834594499245]]]",REAMENAGEMENT_VOIRIE,Entre le bd Strasbourg et la rue du Fbg St Denis,75010,11,Corona Piétons,"[2.3551442861681933, 48.87256749161445]",38.0
2023-12-29,2012-01-01,2.0,3.0,Secteur quai d'Ivry,SEMAPA,2,CP000139,RESTREINTE,"[[[2.3860404109399274, 48.827260459509624], [2.3890097338621885, 48.82510049591564], [2.381913601308459, 48.82268480304112], [2.37972501346501, 48.824789551026136], [2.3825605342736855, 48.82574947645587], [2.3860404109399274, 48.827260459509624]]]",REAMENAGEMENT_SECTEUR,,75013,14,,"[2.3842844398277654, 48.824945580960076]",4380.0
2022-09-30,2020-12-15,2.0,3.0,rue du Professeur Gosset,SCCV Les Sources,2,CP001815,RESTREINTE,"[[[2.346739958066636, 48.90139409090215], [2.347403549201458, 48.901395024037015], [2.347428546496916, 48.90134953258954], [2.3467162063282077, 48.90134028122995], [2.346739958066636, 48.90139409090215]]]",CONSTRUCTION_IMMEUBLE,n°48,75018,9,,"[2.3470628813286227, 48.901369370400175]",654.0
2023-03-31,2021-02-11,,3.0,Rue Bassano,DIOR,2,CP001840,,"[[[2.300177099535803, 48.87179744424186], [2.300177083550987, 48.87179863398033], [2.3002423429815932, 48.87177403083425], [2.3000338700130114, 48.871450387179046], [2.299938127929378, 48.87146172468321], [2.300177099535803, 48.87179744424186]]]",REHABILITATION_IMMEUBLE,Entre Champs Elysées et Vernet,75008,9,Curage du 11/02/21 au 30/06/21,"[2.300093157220532, 48.87161455097908]",778.0
2022-12-31,2021-05-10,2.0,3.0,rue Saint Lazare,SCI 82 Saint Lazare,2,CP001948,RESTREINTE,"[[[2.329529848493159, 48.87591877953037], [2.329383971339554, 48.87590130576924], [2.3293740810672072, 48.875969065815475], [2.3295199876755808, 48.87598416010432], [2.329518383067012, 48.87596868430935], [2.329529848493159, 48.87591877953037]]]",REHABILITATION_IMMEUBLE,n°82,75009,11,,"[2.32945060512349, 48.87594308372124]",600.0
2022-09-05,2022-07-04,2.0,1.0,Place Auguste Métivier,MDP - Mission vélo,2,CP002351,RESTREINTE,"[[[2.3877139604079116, 48.86307027262085], [2.3878093839177716, 48.862912399114244], [2.387726102236618, 48.86272945412821], [2.387356870653992, 48.862647041868996], [2.386903534828548, 48.86279771385596], [2.3868768216331886, 48.862993515943614], [2.3873051804083913, 48.863237278557435], [2.387313347832482, 48.863234635832875], [2.3877139604079116, 48.86307027262085]]]",REAMENAGEMENT_VOIRIE,Carrefour Ménilmontant / Gambetta / République,75020,10,Travaux GRDF + Pérennisation piste cyclable,"[2.387347460722972, 48.86292374120904]",63.0
2023-07-31,2022-08-29,2.0,2.0,Boulevard Bourdon,RATP,2,CP002375,RESTREINTE,"[[[[2.367259850321148, 48.85100977694048], [2.367520432184751, 48.85163044628221], [2.367720517609806, 48.85159198347984], [2.3674312167162777, 48.85096505251967], [2.367259850321148, 48.85100977694048]]], [[[2.367520432184751, 48.85163044628221], [2.3675166784477883, 48.85163116840643], [2.3675207447794797, 48.85163118990146], [2.367520432184751, 48.85163044628221]]]]",TRAVAUX_OUVRAGE,du 27 au 31,75004,11,Création d'une nouvelle ventilation pour le Métro,"[2.3674862059539867, 48.85130586750491]",336.0
2023-05-26,2022-11-07,2.0,2.0,Rue de Bagnolet,Eau de Paris,2,CP002422,SENS_UNIQUE,"[[[2.4058509125314225, 48.86171781231139], [2.4053977301657827, 48.86126801546415], [2.405138901714365, 48.86103710630031], [2.4043787702564092, 48.86033493693953], [2.40434996162208, 48.86033122405705], [2.404267918839584, 48.860252292190005], [2.4042316254878657, 48.860272336849945], [2.405363199000795, 48.86129163959585], [2.4058036388623525, 48.86172570855511], [2.4058509125314225, 48.86171781231139]]]",INSPECTION_ENTRETIEN_RESEAU,Entre la place Saint Blaise et la rue des Balkans,75020,10,Travaux de sécurisation de l'alimentation du réservoir de Charonne,"[2.40501957949788, 48.86095847184923]",200.0
2024-06-30,2020-06-29,2.0,3.0,rue Marengo,LOUVRE-SAINT HONORE,2,CP001671,RESTREINTE,"[[[2.339184393412102, 48.861658039029976], [2.3390613895856074, 48.86168829374776], [2.339170525908402, 48.86189829527489], [2.3392320575540237, 48.861880788366435], [2.3392883317468085, 48.86185135492416], [2.339184393412102, 48.861658039029976]]]",REHABILITATION_IMMEUBLE,n°1,75001,11,,"[2.339176391503361, 48.8617761419693]",1462.0
2024-03-31,2020-02-21,1.0,1.0,,,2,CP001984,RESTREINTE,"[[[2.362749344991021, 48.89729874701104], [2.356613648667943, 48.89725874500838], [2.356266873601493, 48.90158897317446], [2.3624351362176683, 48.90167212631942], [2.362749344991021, 48.89729874701104]]]",REAMENAGEMENT_SECTEUR,,75018,9,,"[2.3595211317235596, 48.8994568096464]",1500.0
2022-12-31,2021-07-12,2.0,3.0,40 rue des Sts-Pères,SAS 40 rue des Sts Pères,2,CP002113,RESTREINTE,"[[[2.3305087410876553, 48.85470384122318], [2.3305972716671617, 48.8548958307216], [2.3306558083790203, 48.85488368952832], [2.330574247997891, 48.85468380316092], [2.3305087410876553, 48.85470384122318]]]",REHABILITATION_IMMEUBLE,juste avant le bd St Germain,75007,12,,"[2.3305830937444014, 48.85478929337244]",537.0
2022-12-11,2021-11-02,2.0,2.0,222-230 Boulevard de la Villette,RATP ligne 2,2,CP002158,RESTREINTE,"[[[2.366299232998372, 48.88435282951406], [2.3671839337398466, 48.88429207374539], [2.3671713970175596, 48.88413615136192], [2.3667615680136533, 48.88416253813643], [2.366269049854224, 48.88416469145341], [2.366299232998372, 48.88435282951406]]]",TRAVAUX_OUVRAGE,,75019,10,"Renforcement des travées du métro aérien
+ travaux sur les 2 escaliers menant au quais","[2.3667159312952366, 48.88424029147946]",404.0
2023-03-30,2021-10-25,1.0,3.0,51/53 bd Haussmann / 16/18 rue Auber / 47/49 rue Caumartin,BNP,2,CP002163,RESTREINTE,"[[[2.3283108065811398, 48.87318932853785], [2.328167808124059, 48.87322897834712], [2.3277462033051948, 48.87347407998254], [2.3278217114054605, 48.873632741040495], [2.328343969910743, 48.87355476979858], [2.3283108065811398, 48.87318932853785]]]",REHABILITATION_IMMEUBLE,,75009,11,,"[2.3280855098236546, 48.87344052287211]",521.0
2023-08-31,2022-01-10,1.0,1.0,Place Valhubert / Quai d'Austerlitz,SAP,2,CP002218,SENS_UNIQUE,"[[[2.366209330158123, 48.84324539464203], [2.3662052644812412, 48.843245373102285], [2.3661814212295167, 48.84319961591614], [2.365419228260475, 48.84367603796608], [2.364938117246942, 48.843778166002735], [2.3651669275945966, 48.84402363766875], [2.366209330158123, 48.84324539464203]]]",TRAVAUX_OUVRAGE,Depuis le 72 Quai d'Austerlitz jusqu'à Place Valhubert,75005,12,travaux du bassin d'Austerlitz,"[2.365475384870553, 48.84368201652438]",598.0
2023-05-02,2022-05-10,2.0,3.0,Rue du Faubourg St Martin / Rue La Fayette,REDMAN,2,CP002321,RESTREINTE,"[[[2.365840995534751, 48.88151476122314], [2.365716934285438, 48.88153154561355], [2.365845881285455, 48.88160837224], [2.3661912728988086, 48.881687141577586], [2.366186059782883, 48.88162048895242], [2.365862312725095, 48.88154183424052], [2.3658421553414652, 48.88151872981292], [2.365840995534751, 48.88151476122314]]]",REHABILITATION_IMMEUBLE,Au N°238 / du 206 au 208,75010,11,Réhabilitation + Construction,"[2.365970844750482, 48.881600082045246]",357.0
2023-01-13,2022-11-21,2.0,2.0,rue de Constantine,Fraicheur de Paris,2,CP002411,BARRAGE_TOTAL,"[[[2.314866437691376, 48.86090307243759], [2.314992778498425, 48.860894277850534], [2.3148926746963876, 48.86000494663854], [2.314780870731935, 48.860005496352855], [2.3148667622418446, 48.86074126570166], [2.314884907528557, 48.860869864407746], [2.314866453337404, 48.86090188268543], [2.314866437691376, 48.86090307243759]]]",CREATION_RESEAUX,entre rue St Dominique et rue de l'Université,75007,12,Raccordement client et extension de réseau,"[2.314887587217051, 48.86044952159968]",53.0
2022-11-10,2022-10-19,2.0,1.0,Bd Saint Jacques,Mission vélos,2,CP002404,IMPASSE,"[[[2.3362420971257905, 48.83322414050299], [2.336146531759994, 48.83306248859522], [2.336056708130194, 48.83308884344588], [2.336168542328435, 48.833250586618156], [2.3362420971257905, 48.83322414050299]]]",REAMENAGEMENT_VOIRIE,Traverse entre Tombe Issoire et Faubourg St Jacques,75014,12,Aménagement cyclables et voirie,"[2.3361518628688693, 48.83315436021241]",22.0
2023-04-30,2021-04-06,2.0,3.0,rue Dareau,RIVP,2,CP001891,RESTREINTE,"[[[2.3377176418420014, 48.83141050149967], [2.3377879600792495, 48.83142162757378], [2.3378170992491722, 48.83136810444416], [2.3377947168866107, 48.83132147124956], [2.3373307808305195, 48.83112915370966], [2.3372350016772074, 48.831166616106195], [2.3374417753310595, 48.83125222547996], [2.337428645630312, 48.83126413329172], [2.3377176418420014, 48.83141050149967]]]",REHABILITATION_IMMEUBLE,18 au 24,75014,12,Démolition et  reconstruction,"[2.3375635009286895, 48.83127720631899]",754.0
2022-11-30,2021-06-22,2.0,3.0,57 rue de Ponthieu,SCI 74 CHAMPS ELYSEES,4,CP002040,RESTREINTE,"[[[2.3051116917113017, 48.872075843470256], [2.3051237649448435, 48.872090190631106], [2.3052541909453397, 48.87204764074062], [2.305269074020214, 48.87206771502464], [2.30546681585482, 48.87200842309781], [2.305469602510664, 48.871961800228114], [2.3054625786311185, 48.87194748239931], [2.3050981571278077, 48.872062915981154], [2.3051116917113017, 48.872075843470256]]]",REHABILITATION_IMMEUBLE,,75008,9,,"[2.305312573192205, 48.872021313673976]",526.0
2022-12-02,2022-02-07,1.0,1.0,Avenue de la Porte des Lilas,STV,2,CP002237,RESTREINTE,"[[[2.406799024906411, 48.877323817867904], [2.4080391496518443, 48.87777014129013], [2.408176447625195, 48.87750509896566], [2.406964781230781, 48.877061602314335], [2.4068071935398696, 48.877321174746015], [2.406799024906411, 48.877323817867904]]]",REAMENAGEMENT_VOIRIE,Entre le bd Mortier et rue des Glaïeuls,75019,10,Réfection suite travaux RATP + Réaménagement de la voie,"[2.4074935777089714, 48.87741512998872]",298.0
2022-11-25,2022-03-15,1.0,1.0,Avenue Gambetta,DVD- Mission Vélo,2,CP002254,SENS_UNIQUE,"[[[2.3954916451002055, 48.86493310712909], [2.395557428928013, 48.86487613610193], [2.387793147717162, 48.86290686694125], [2.3877435537404987, 48.86297106013879], [2.3913308126332855, 48.86387727342869], [2.3927376819810173, 48.86422459165194], [2.394555965381491, 48.864670644349005], [2.395491809761334, 48.86492596539854], [2.3954916451002055, 48.86493310712909]]]",REAMENAGEMENT_VOIRIE,Entre Place Gambetta et bd de Ménilmontant,75020,10,Pérennisation Piste Cyclable,"[2.3913860272849825, 48.86385231505169]",255.0
2022-12-16,2022-10-27,2.0,2.0,Rue d'Ulm,CPCU,2,CP002415,RESTREINTE,"[[[2.3437886341169483, 48.84161607431133], [2.3437868179825774, 48.8416172542075], [2.34383036025116, 48.841594886637765], [2.3437213375447796, 48.8413777477663], [2.3436966131444903, 48.841337159616685], [2.3436643042249465, 48.84132627362392], [2.343592223030234, 48.84132468826195], [2.3435264227842985, 48.84139690498317], [2.343582058109489, 48.84141624622688], [2.3436060737211912, 48.841369976205364], [2.3436313973631724, 48.84136297690151], [2.343665687237473, 48.841359595464155], [2.3436925137539726, 48.84137639977299], [2.3437171033353392, 48.84142769591216], [2.343700671018644, 48.841444261986105], [2.3437886341169483, 48.84161607431133]]]",INSPECTION_ENTRETIEN_RESEAU,Au N°50 et angle Gay Lussac,75005,12,,"[2.3436994807057143, 48.84144346625938]",50.0
2022-12-16,2022-11-17,1.0,1.0,Rue Marc Dormoy,SAGP - ACO,2,CP002418,RESTREINTE,"[[[[2.36004444557715, 48.88994314160685], [2.360045980328585, 48.88994365792689], [2.3599565514189615, 48.88814022594025], [2.3597655306688217, 48.88812254921516], [2.359824118075345, 48.889667136037545], [2.3597892415990867, 48.88971572887863], [2.3597983494329644, 48.89014883951784], [2.359776739624316, 48.89043901825321], [2.3600275097952665, 48.89044035876598], [2.3600346756938557, 48.89029762954955], [2.3600763991574554, 48.890132479614785], [2.3600745510926546, 48.89013603915187], [2.36004444557715, 48.88994314160685]]], [[[2.360045980328585, 48.88994365792689], [2.360046191280073, 48.88994791015541], [2.3600480393401346, 48.88994435061817], [2.360045980328585, 48.88994365792689]]]]",REAMENAGEMENT_VOIRIE,Entre le n° 52 et 76 rue Marc Dormoy + 2 rue Chapelle,75018,9,Désamiantage chaussée,"[2.3599045011784483, 48.88935864284029]",29.0
2024-10-30,2020-07-06,2.0,3.0,rue Saint Honoré,LOUVRE-SAINT HONORE,2,CP001672,RESTREINTE,"[[[2.3388274498473205, 48.86221882650665], [2.338848724880162, 48.86224749833803], [2.3388935462438627, 48.86226797228002], [2.3392047843317134, 48.8621828384879], [2.3392214660625634, 48.862147237277505], [2.3391820996122763, 48.86212322496458], [2.3388274498473205, 48.86221882650665]]]",REHABILITATION_IMMEUBLE,n°151,75001,11,,"[2.3390296759890656, 48.86219684259486]",1577.0
2023-01-31,2020-11-30,2.0,3.0,11/13 rue de Monceau,AVRIL,2,CP001764,RESTREINTE,"[[[2.306993062665562, 48.87579099688083], [2.3070331160845607, 48.875763150457324], [2.306790957047798, 48.8755809054974], [2.3067487210266386, 48.875610167356626], [2.306993062665562, 48.87579099688083]]]",REHABILITATION_IMMEUBLE,,75008,9,Rénovation complète et extension,"[2.3068904218853814, 48.87568552856546]",792.0
2023-11-30,2021-11-18,2.0,3.0,Rue des poissonniers,WO2 Spie Batignolles,2,CP002174,SENS_UNIQUE,"[[[2.3515608157201675, 48.89131600011575], [2.3524349992537235, 48.8930607545227], [2.3524352664205685, 48.89303927387635], [2.352435399998316, 48.89302853400265], [2.3527025516809372, 48.89381406226648], [2.3528037538990567, 48.89484573219753], [2.353061571719018, 48.89507268366825], [2.352943008026023, 48.894126846870705], [2.352647280146335, 48.89301893809582], [2.3517403820132152, 48.89128474961894], [2.3515608157201675, 48.89131600011575]]]",REHABILITATION_IMMEUBLE,94  et 108,75018,9,Emprises pour réhabilitation  aux 94 et 108 rue des Poissonniers. travaux préparatoires dés le 09/11,"[2.352455901831462, 48.89313157389784]",742.0
2022-12-15,2022-07-05,1.0,1.0,Rue La Fayette,DVD - MV,2,CP002392,RESTREINTE,"[[[2.346133791113451, 48.876545660907546], [2.34950451755719, 48.87737870155258], [2.3537664776549634, 48.878491278687996], [2.353833619956185, 48.878520349626065], [2.3538472433110935, 48.87853382052462], [2.3538879032830216, 48.87847423072244], [2.3529538685230036, 48.87823186089558], [2.3517637558684297, 48.87792111043536], [2.350607605599166, 48.877623452052475], [2.3494959721246023, 48.87730876962782], [2.346223056015507, 48.876501161885614], [2.346133791113451, 48.876545660907546]]]",REAMENAGEMENT_VOIRIE,Entre le n° 93 et le 127,75010,11,Pérennisation de la piste cyclable bidirectionnelle (Phase 2-3),"[2.3497007067527163, 48.87741252629561]",163.0
2022-12-30,2019-01-08,1.0,2.0,avenue de Friedland,SNCF EOLE,2,CP000972,RESTREINTE,"[[[2.304422803720147, 48.87491931126261], [2.304459185606732, 48.87489620365206], [2.3044738232266613, 48.874880584410775], [2.3044727940243783, 48.87474161495838], [2.303399433909941, 48.87461925331769], [2.3032784080788256, 48.874605699179945], [2.303255264600917, 48.87460984803744], [2.3032341651065726, 48.87462304986576], [2.3032224069263725, 48.874639162372354], [2.303222184112559, 48.87465581777475], [2.303278015299301, 48.874688979490756], [2.303324449258401, 48.87472351554153], [2.303335161626826, 48.874731667460274], [2.3034293639700065, 48.874808835933436], [2.304422803720147, 48.87491931126261]]]",TRAVAUX_OUVRAGE,entre la rue Berryer et la rue Beaujon,75008,9,Création d'un puits de service.,"[2.3038824253010715, 48.8747634951109]",1452.0
2022-10-14,2022-07-04,1.0,1.0,Avenue de la République,MDP - DVD - MV,2,CP002349,SENS_UNIQUE,"[[[2.3809807695209404, 48.864093045836476], [2.3809586144050794, 48.86398466389417], [2.3809586285426647, 48.8639834741371], [2.3755779365061014, 48.865007267780896], [2.3756288330533457, 48.865124129426796], [2.3809807695209404, 48.864093045836476]]]",REAMENAGEMENT_VOIRIE,Entre la rue Oberkampf et la rue Servan,75011,10,Réfection de chaussée + Pérennisation piste cyclable,"[2.3782388677480704, 48.86456106100427]",102.0
2022-12-09,2022-11-07,2.0,2.0,Boulevard Saint Germain,CPCU,2,CP002417,RESTREINTE,"[[[2.319909287281812, 48.86186761016244], [2.319979701668409, 48.86186087125601], [2.320275840068681, 48.861553214070604], [2.32022933209082, 48.86152439553481], [2.319909287281812, 48.86186761016244]]]",INSPECTION_ENTRETIEN_RESEAU,Entre les n° 288 et 284,75007,12,Travaux sur chaussée,"[2.320101666097835, 48.86169758731854]",32.0
2023-03-31,2021-02-11,,3.0,rue Vernet,DIOR,2,CP001838,,"[[[2.2988730194839535, 48.87180408982155], [2.2999616525460276, 48.8714559131055], [2.2999407948877977, 48.87139749292987], [2.298815901081782, 48.87175973414693], [2.2988730194839535, 48.87180408982155]]]",REHABILITATION_IMMEUBLE,entre Bassano et Galilée,75008,9,Curage du 11/02/21 au 30/06/21,"[2.299401233940519, 48.871603037289425]",778.0
2022-12-16,2022-09-16,2.0,2.0,Rue de La croix Nivert,GRDF,2,CP002021,RESTREINTE,"[[[[2.2915111389838203, 48.841087452407784], [2.291592971736566, 48.841128130772134], [2.2916773270034434, 48.84106130887654], [2.2915913758001696, 48.84101939472699], [2.2915111389838203, 48.841087452407784]]], [[[2.291592971736566, 48.841128130772134], [2.291592050287187, 48.84112886010034], [2.29159349956246, 48.84112839291638], [2.291592971736566, 48.841128130772134]]]]",ENTRETIEN_RESEAU,Au N°148,75015,13,Renouvellement du réseau Gaz,"[2.2915935419637385, 48.841073863344576]",91.0
2022-11-30,2022-05-09,2.0,2.0,bd Haussmann,Eau de Paris,2,CP002302,RESTREINTE,"[[[2.3316373716902756, 48.8732534653637], [2.331603171589047, 48.87320172245475], [2.331353779744694, 48.873239984208894], [2.3313865857613814, 48.87330759094657], [2.331648091523213, 48.87326146099067], [2.3316385911366493, 48.873252675357705], [2.3316326862337577, 48.87324471830598], [2.3316373716902756, 48.8732534653637]]]",ENTRETIEN_RESEAU,du 44 au 46,75009,11,Renouvellement Conduite Eau potable-branchement secours Incendie,"[2.331495397342424, 48.87325341731809]",205.0
2022-12-02,2022-10-06,1.0,1.0,Avenue de St Oeun,MDP - DVD - MV,2,CP002409,SENS_UNIQUE,"[[[2.3289845909542746, 48.89735605124647], [2.3284912779147895, 48.8959211574386], [2.328491323950408, 48.89591758829028], [2.328437522353241, 48.895917591466684], [2.3288964547014355, 48.89733414277406], [2.3289845909542746, 48.89735605124647]]]",REAMENAGEMENT_VOIRIE,Entre la rue Leibniz et le bd Ney,75016,9,Pérennisation piste cyclable (Ph4),"[2.3287190767701818, 48.896681810602686]",57.0
2022-11-14,2022-10-17,2.0,3.0,Charles Hermite / Impasse des Fillettes,P&MA,2,CP002394,RESTREINTE,"[[[2.365114990548996, 48.89918801931001], [2.3652927272631894, 48.89926272411063], [2.3653495043575914, 48.89919402144097], [2.3652705173230295, 48.89916029041613], [2.3651095770068764, 48.8991879906121], [2.365114990548996, 48.89918801931001]]]",RACCORDEMENT_RESEAU,Au N°48,75018,9,Raccordement sur l'ovoide d'assainissement pour l'ARENA2,"[2.3652495558831057, 48.89920412871888]",28.0
2022-12-16,2022-10-24,2.0,2.0,Av. Ernest Reyer & rue Légion étrangère,grdf,2,CP002405,RESTREINTE,"[[[2.3243464593729315, 48.82234716483746], [2.3243647803632865, 48.822348306240464], [2.3242884803293253, 48.82211824143141], [2.3242970311635616, 48.821875569117125], [2.3244383985384083, 48.82167291059828], [2.3246619508584248, 48.82152425718029], [2.324935133567113, 48.8214389437034], [2.324926295290555, 48.8214258059992], [2.3246459361862812, 48.82150869916075], [2.324416264214102, 48.8216657703679], [2.3242713221136966, 48.82187163564358], [2.3242640926766724, 48.82211585786418], [2.3243464593729315, 48.82234716483746]]]",ENTRETIEN_RESEAU,"av. Ernest Reyer : traversée au niveau du n°43
rue Légion étrangère : à proximité des quais bus",75014,12,Renouvellement réseau gaz pour la future station de carburant Total,"[2.3244490745743813, 48.8218111825158]",53.0
